scorer,,,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan,furkan
bodyparts,,,notch,notch,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,inter,inter,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,fem_lat,fem_lat,fem_med,fem_med,tib_lat,tib_lat,tib_med,tib_med
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,video,4000.r.png,134.4318957244321,219.63984019596768,199.5163138482937,158.31681782950284,172.26558098489093,26.58209359230289,180.08898380579734,114.83007741212681,173.51732543623595,66.01204380967104,187.28651440103116,135.7967969721559,176.020814338926,89.79518838522644,171.95264487205463,45.3582603624782,57.4180275739853,150.19185816262365,101.85495559673353,26.582093592302897,85.26934161641199,107.63254681689298,97.1609139041897,64.44736324548978,76.50713045699688,127.66045803841328,91.5280638731371,87.60463559537266,100.29027503255226,44.41945202396945,144.717106836653,242.60571593217793,185.7218338368499,327.93956010668614,148.48243640933552,434.9637106966853,168.8232837436921,357.04262815051,157.24464756875065,395.22083391653314,177.27255879027103,341.3958225086972,162.87749759980326,376.4446671463578,151.92473365053434,415.5616812508897,84.01759716506697,327.00076131822954,94.9703611143359,434.9637202467375,90.9021916474646,358.9202448275275,95.59623334000844,401.7924922860945,87.45989440626575,341.3958225086973,94.03155277582711,379.2610921618842,95.28329722717213,418.06517015357986,186.5675579166147,236.57979703456442,70.47882163704045,246.6134265788889,219.04861785224136,250.76964505331847,50.63062062056253,249.33999232926416
labeled-data,video,4001.l.png,131.85450903584083,213.89380824691528,57.69238625067036,148.74875036073828,69.27102242561179,27.329538580271326,68.33221408710304,103.99888980642342,69.58395853844806,61.43957846069272,65.51578907157673,127.1561621563063,69.27102242561179,80.52868134370428,68.95808631277555,42.037539464844905,190.3772980932425,130.2855232846688,148.7567950860206,26.703669935868398,169.72351464604967,97.11429532402579,155.95432568125446,57.3714089938214,178.48572580546482,112.44816485300228,162.21304793797955,77.08638410250546,152.1990923272194,41.098731126336126,126.33122804925378,237.05444929680414,75.26382101766815,326.56584060610544,131.08804575071883,435.75803781291324,99.15658920341384,355.3711541973204,114.78737212866804,390.87536112754054,87.9917442568037,339.9636681709984,107.41857446390534,373.01160921296434,123.49595118702395,412.9817541218286,192.71799028191185,310.7117744108802,193.38788097870847,436.2046316107781,188.02875540433558,351.35181001654104,189.1452398989966,391.99184562220194,188.4753492022,331.7016829105072,188.02875540433558,370.55534332471046,190.70831819152204,414.3215355154222,58.398493362029505,244.35211573387588,201.7880412873807,238.871389433383,33.19007906200902,255.4471790539913,210.48668303073188,237.98207986711344
labeled-data,video,4001.r.png,144.7961705111323,213.87217866525856,199.54969531942353,140.28842215122003,171.19636889087502,24.12236551076388,183.58374451499816,100.9240943803273,176.9771441821325,59.90811731378626,189.9150698339944,121.56972042053253,179.7298943208265,79.17736828464447,174.77494407117726,40.088316315189246,72.37263891175935,142.76589648847653,100.17541531256904,23.84709049689447,89.99023979940115,102.30046944967431,98.52376522935265,58.25646723056984,82.83308943879666,121.5697204205325,95.77101509065861,79.45264329851386,99.62486528483024,39.81304130131984,156.05624312805787,231.40445305460634,197.34749520846827,317.56553239572986,142.8430424623265,437.31016342892,175.87604412665485,355.5534843097074,157.15734318353546,398.49638647333427,185.78594462595336,335.1831332833716,166.51669365509517,376.19911034991264,150.5507428506698,417.7656374441924,96.32156511839742,304.3523317299982,83.93418949427428,437.8607134566586,99.07431525709144,348.9468839768415,94.1193650074422,393.54143622368474,99.90014029869965,324.9979577702034,97.14739016000563,371.2441601002631,89.99023979940115,413.91178725002055,212.00199590795157,232.48675602694726,61.21256907072454,241.05839847063726,239.67315643489223,247.73398153912234,73.42327299480891,242.27650025629475
labeled-data,video,4002.l.png,137.24631312644644,239.4135679502202,71.37372623782643,171.9778976582144,94.37330682784332,59.21295943840162,87.45110296094504,129.77477950097773,93.03352543425012,89.35804079424902,84.3249463758942,151.4345786974014,89.90736884919927,107.66838650668966,93.92671302997891,71.717585778605,207.361537687538,169.74492463610406,170.9641431615889,59.21295943840162,189.27448887402954,129.55148260204552,176.9931594327584,92.26090048036764,197.31317723558885,149.64820350594377,182.12898810819905,110.57124619280827,173.64370594877533,74.39714856579141,132.7803732312297,264.8694144284914,79.41241442636182,333.6448592996098,103.97507330890413,403.31349176645705,93.4801190590906,355.75125229389783,100.84891672385329,379.1974266817791,88.56758728258212,345.0330011451521,98.61594773453126,367.5859879373046,104.19837020783633,390.8088654262537,177.88634685546327,340.1204693686436,163.14875152593788,402.86689796859264,170.51754919070058,358.6541119800165,166.72150190885313,382.99347396362657,173.6437057757514,349.05234532593175,169.17776779710738,370.7121445223554,164.4885329195311,393.04183441557575,80.39526130959585,257.88030708438276,189.1312175704864,269.5018282886438,54.506571081001525,272.72488612356705,210.66794129961582,278.70067990647306
labeled-data,video,4002.r.png,135.00801760517473,217.23506660772833,199.56593678546554,139.07196662140288,193.16349851965157,1.1527766629671987,192.09642547534926,87.85246151253135,190.76258416997135,39.03386973569984,193.16349851965157,110.52776370395583,191.2961206921225,61.975940188199885,191.5628889531981,18.225945371804443,72.31747625241292,142.5399550330256,121.6696045513956,1.41954492404275,93.92570539953508,92.12075368974061,111.53241063052349,42.235088868606795,85.12235278404086,114.52928762008949,104.06289932040718,64.91039106003126,118.20161715741304,19.559786677182323,144.0781384817445,247.6466478615248,184.89368242630854,339.9484580525545,153.94856414154103,461.32801684194453,171.45710813979733,375.1618685145316,161.9377542552481,419.1786315920026,177.4172422569121,356.5654648941324,166.2199041510178,396.7700976616537,157.14978327444803,440.2533242169736,88.97975646599014,324.6759099770077,102.85170604192041,461.79479616985685,92.98128038212388,363.62407609404266,100.98432821439135,413.2429726541009,90.58036603244364,342.01584694692053,96.18249951503086,387.63321959084504,102.58493778084483,437.5188844119789,194.73983833055217,243.3686802874068,83.7028617792583,248.43286671795568,212.93339698844997,255.93536513358364,61.3829289927651,252.55924084655106
labeled-data,video,4003.l.png,129.82389973105396,220.557592176611,69.64151634419042,142.94533819136623,83.12500114671175,20.93624400269753,80.49407728280516,93.94438122610576,82.79613566372345,52.17846488658844,77.20542245292191,118.28042696724184,81.80953921475847,70.923797416923,82.46727018073511,34.09086332223055,193.95266891377742,134.06597015068144,156.79086933609665,21.26510948568585,174.5496054174662,92.30005381116413,162.38158254689816,52.83619585256508,183.7578389411393,113.67631020540527,166.98569930873472,71.91039386588795,159.42179320000324,35.73519073717216,124.56205200324075,241.93384982537444,63.06420668442392,310.66674078802345,97.92394788118641,441.2263375343886,84.11159759567671,350.45946422961083,92.33323467038487,392.5542460521164,74.24563310602697,328.75434235238134,88.05798339153664,369.5336622429337,94.96415853429149,415.57482986129924,177.18052928137286,314.284261100895,148.2403667784002,440.8974720514003,161.06612061494485,352.1037916445524,151.52902160828341,398.4738247459063,168.63002672367634,331.7141316992763,156.13313837011998,374.4666444877586,150.21355967633014,418.8634846911825,78.85583468154681,235.68093951080664,180.31206690670138,246.26750506627448,53.30329302159656,244.72175933947807,203.49825280864752,248.58612365646908
labeled-data,video,4003.r.png,129.11798354603076,227.39720085354568,179.27041662824016,145.2325764422664,164.86493053015872,10.247836338021898,168.3329179241413,95.08014336005698,165.93200357446105,47.06185636645222,172.06767357919944,119.08928685685937,166.99907661876338,69.7371585578767,164.59816226908313,27.05423678578357,66.69421045434453,154.5694655799118,101.64085265524578,9.981068076946316,84.8344522074841,102.2828864090977,94.43810960620506,49.72953897720804,77.6317091584434,127.625871211278,90.70335395114692,73.47191421293483,98.17286526126321,27.854541569010312,136.32072659507145,250.6060349877406,180.87102619469363,326.1014528721307,143.52346964411214,451.7493038387295,163.5310892247808,362.1151681173339,151.7932857374552,406.1319311948049,171.2673687959727,341.3072437534385,157.662187481118,382.6563242201537,147.79176182132147,427.7401603419271,85.1012204685597,325.83468461105474,101.64085265524578,451.7493038387295,96.57225569480973,361.8483998562583,101.90762091632136,409.0663820666364,92.03719525652483,342.10754853666526,100.0402430887923,383.99016552553167,101.3740843941702,428.8072333862294,184.13550434759952,246.40504926126587,82.49373307865248,257.8576432070627,208.71086218962193,254.75589901340942,54.10084392136446,256.90326037824633
labeled-data,video,4004.r.png,151.58458189007735,241.471585972528,207.16284851510434,161.88613908935326,200.2566733723495,0.0843214590972039,200.58553885533783,101.70375570248973,199.9278078893612,42.836834247579496,202.22986627027947,129.6573217564974,200.58553885533783,70.79040030158717,200.2566733723495,19.4873849554084,86.1403507754006,163.5304665042949,130.53719097882453,-0.24454402389111607,112.77845489745496,105.97900698133796,124.28874680204635,49.08527842435769,102.58362492481689,133.93257303534563,119.02689907423314,77.03884447836535,127.90626711491794,22.77603978529166,146.9804651282408,259.55919004593034,195.98142209350127,350.9837943166849,145.00727223031086,462.46919304972715,176.24949311420175,382.5548806835641,158.8196225158205,422.6764696081398,185.45772663787486,365.45387556817116,167.04125959052865,400.31361676493367,149.94025447513573,443.3949950364043,83.18056142850568,330.5941343714087,87.12694722436558,463.1269240157038,90.41560205424884,372.68891619391434,90.0867365712605,416.0991599483733,87.78467819034225,348.6817359357666,90.0867365712605,394.3940380711438,87.78467819034225,438.4620127915794,197.73545965823328,254.27870759900122,90.96845266094967,260.0445116616084,229.33912579811152,274.65509162802175,51.273407132548265,253.79961848855518
